Manufacture_SKU_UPC,Product_Type,Post_Status,image_logo,image_main,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_console,Commercial_Level,Category,Category_Sub,Category_Sub_Sub,Category_Sub_Sub_Sub,Manufacture,Product_Name,Pricing_Cost,Pricing_MSPR,Pricing_MAP,Pricing_Special,Pricing_Special_Start_Date,Pricing_Special_End_Date,Short_Description,Overveiw,Footprint_Length,x_1,Footprint_Width,x_2,Footprint_Height,Footprint_Active_Length,x_3,Footprint_Active_Width,x_4,Footprint_Active_Height,Footprint_UOM,Machine_Weight,Machine_Weight_UOM,Elliptical_Stride_Length_Adjustable_Stride_(Yes/No),Elliptical_Stride_Length_Min,Elliptical_Stride_Length_Max,Elliptical_Stride_Length_Adjusting_Increments,Elliptical_Stride_UOM,Elliptical_Stride_Length_Type_of_Adjusting,Elliptical_Ramp_Adjustable_(Yes/No),Elliptical_Ramp_Min_Angle,Elliptical_Ramp_Max_Angle,Elliptical_Ramp_Type_of_Adjustment,Elliptical_Ramp_#_of_Adjustments,Max_User_Weight,Max_User_Weight_,Plug-in,Elliptical_Drive_System,Resistance_Type,Resistance_Levels_Quantity,Heart_Rate_Contact,Heart_Rate_Monitoring_Wireless,Elliptical_Design_(Step_In/On)_,Elliptical_Hand_Grips_Muilti_Position,Warranty_Frame_In_Years,Warranty_Parts_In_Years,Warranty_Labor_In_Year,Warranty_Treadmill_Motor,Warranty_Restrictions,Console_Type,Console_Programs,Console_Programs_User,Console_Programs_Heart_Rate_Controled,Brochure,Manual,Treadmill_Belt_Width,Treadmill_Belt_Length,Treadmill_Belt_UOM,Treadmill_Belt_Type,Treadmill_Roller_Size,Treadmill_Roller_Size_UOM,Treadmill_Deck_Thickness,Treadmill_Deck_Phenolic_Coating,Treadmill_Deck_Need_Lubercation,Treadmill_Deck_Reversibility,Treadmill_Sidestep_Rails,Treadmill_Motor_Type,Treadmill_Motor_Horse_Power,Treadmill_Deck_Adjustable_Softness,Treadmill_Speed_Min,Treadmill_Speed_Max,Treadmill_Speed_Adjustment,Treadmill_Ramp_Incline,Treadmill_Ramp_Decline,Treadmill_Ramp_Min,Treadmill_Ramp_Max_,Treadmill_Ramp_Change_Amount,Recumbent_Bike_Design,Recumbent_Bike_Seat_Back_Adjustable,Recumbent_Bike_Seat_Back_Type,Recumbent_Bike_Seat_Back_#_of_Position,Rower_Seat_Travel,Rower_Pull_Cable,Spin_Bike_Handle_Bars_Mutiposition,Spin_Bike_Fly_Wheel_Weight,Spin_Bike_Fly_Wheel_Weight_UOM,Spin_Bike_Fly_Wheel_Primiter_Weighted,Spin_Bike_Belt_System,Gym_Weight_Stack,Gym_Weight_Stack_UOM,Shipping_Wieght,Shipping_Length,Shipping_Width,Shipping_Height,Up-Sells_SKU,Cross-Sells_SKU,Download_&_Import_Attachments,Post_Author,Post_Slug,Manage_Stock?,Stock_Qty,Stock_Status,Allow_Backorders?,Sold_Individually?,Enable_Reviews,Featured,Catalog_Visibility,Tax_Status,Tax_Class
PHRRT223R211EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_223.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_223_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-trm-223.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_223_console.jpg,Light Commercial,Treadmills,Platform Treadmills,,,Precor,TRM 223 Long Handrails Energy Series 20 console,1545,"$2,899.00","$2,699.00",,,,,If you are seeking a stable reliable and fully featured treadmill the 223 is the answer. Touch sensor and wireless heart rate monitoring SmartRate® target heart zone monitoring 10 preset workouts add variety to your fitness routine speed and incline controls from our commercial series and no required maintenance come standard. The 223 will help keep you moving toward your fitness goals.,81,x,33,x,59,,,,,,in.,238,lbs.,,,,,,,,,,,,None,,Plug-in,,,,Yes,Yes,,,Lifetime,5,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,9,2,1,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-TRM-223-Info-sheet-web.pdf,http://files.precor.com/products/media/english/TRM_223_Manuals_121714_EN-US.pdf,20,57,in.,Standard |Maintenance-free dry silicone lubrication,,,1,Yes,No,No,Aluminum,DC,3 hp,No,.5 mph,12 mph,0.1,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRE222R210EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_222.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_222_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-222.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_222_console.jpg,Light Commercial,Ellipticals,Standing Ellipticals,,,Precor,EFX 222 Moving handlebar w/ 3 Position CrossRamp Energy Series 20 console,1488,"$2,899.00","$2,599.00",,,,,Focus your workouts on toning muscles while building cardio endurance with the EFX® 222. This Elliptical Fitness Crosstrainer™ provides smooth natural low-impact workouts that help you get results. Select 3 ramp angles and 3 stride lengths with the manually adjustable CrossRamp®. And with the moving handlebars you’ll engage your core and arms in a full body workout.,75,x,29,x,65,75,x,29,x,65,in.,193,lbs.,No,,,,,Fixed,Yes,15°,25°,Manual,3,None,,Plug-in,Rear Drive,Magnetic Resistance,16,Yes,Yes,On,No,Lifetime,5,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,10,2,1,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-EFX-222-Info-sheet-web.pdf,http://files.precor.com/products/media/english/EFX_222_Manuals_121714_EN-US.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRCB8153090EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/u/b/ubk_815_product_shots_side_view.jpg,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/in-home_ubk_815_bike_male_demostrating_upright_handlebar_position_2_472x515.jpg,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/in-home_ubk_815_bike_detail_shot_male_demostrating_seat_adjustment_horizontal_472x515.jpg,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/in-home_ubk_815_bike_male_demostrating_road_handlebar_position_2_472x515.jpg,,,,,,,,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/u/b/ubk_815_console_4.jpg,Commercial,Bikes,Upright Bikes,,,Precor,UBK 815 P10 console,1680,"$3,255.00","$3,255.00",,,,,Looking for a low-impact cardio workout or starting a fitness program? The UBK 815 Upright Bike is an excellent choice. It is the exact same commercial bike used in fitness centers worldwide with a variety of programs features and custom-designed handlebars to make your ride more comfortable.,48,x,21,x,57,48,x,57,x,48,in.,160,lbs.,,,,,,,,,,,,None,,Self-Powered,,Generator,25,Yes,Yes,,,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRT243R411EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_243.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_243_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-trm-243.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_243_console.png,Light Commercial,Treadmills,Platform Treadmills,,,Precor,TRM 243 Long Handrails Energy Series 40 console,1768,"$3,399.00","$3,399.00",,,,,The 243 puts you in control of your fitness. The color LCD touch console suggests workouts based on your goals and progress and lets you select what information to display. Your workouts are more enjoyable too with console controls for your music player and a USB port that charges your mobile device while you work out. Responsive and intuitive lever style Motion Controls for speed and incline are just like those used on our health club models.,81,x,33,x,59,,,,,,in.,238,lbs.,,,,,,,,,,,,None,,Plug-in,,,,Yes,Yes,,,Lifetime,5,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,23,4,3,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-TRM-243-Info-sheet-web.pdf,http://files.precor.com/products/media/english/TRM_243_Manuals_121714_EN-US.pdf,20,57,in.,Standard |Maintenance-free dry silicone lubrication,,,1,Yes,No,No,Aluminum,DC,3 hp,No,.5 mph,12 mph,0.1,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRCB8153070EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rbk_815_product_shots_side_view_1.jpg,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/in-home_rbk_815_bike_female_pedaling_touching_console_1_472x515.jpg,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/in-home_rbk_815_bike_detail_shot_ventilated_suspension_mounted_seat_back_front_view_472x718.jpg,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/in-home_rbk_815_bike_close-up_of_female_demonstrating_step-through_design_472x515.jpg,,,,,,,,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rbk_815_console.jpg,Commercial,Bikes,Recumbent Bikes,,,Precor,RBK 815 P10 console,1890,"$3,565.00","$3,565.00",,,,,For a low-impact non-weight bearing cardio workout try the RBK 815 Recumbent Bike. The 815 used in fitness centers worldwide allows you to step through easily seating you in a reclining position that takes weight off sensitive areas and distributes it over the patented air flex seat for a comfortable ride.,67,x,23,x,49,67,x,23,x,49,in.,240,lbs.,,,,,,,,,,,,None,,Self-Powered,,Generator,25,Yes,Yes,,,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LED Membrane,6,0,1,http://files.precor.com/products/media/english/brochures/Precor-Sell-Sheet-RBK815-WEB-052014.pdf,http://files.precor.com/products/media/english/RBK_815_Manuals_121714_EN-US.pdf,.,,,,,,,,,,,,,,,,,,,,,,Walk-Through,Yes,The patent-pending air flex seat with high-ventilation seat back features a specially designed suspension system that allows the seat back to move with you for comfort you can really feel.,11,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRE225R210EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_225.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_225_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-225.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_225_console.jpg,Light Commercial,Ellipticals,Standing Ellipticals,,,Precor,EFX 225 Moving handlebar w/ CrossRamp Energy Series 20 console,1716,"$3,599.00","$3,199.00",,,,,The EFX® 225 gives you a fitness center EFX® elliptical experience at home. With the motorized CrossRamp® you can target your focus on specific muscles. The moving handlebars get your core and arms into the workout. The 10 preset workouts SmartRate® target heart zone monitoring and 16 levels of resistance will keep you motivated and engaged even as your fitness increases. The 225 will continue to provide fun and challenging workouts no matter how far you progress.,76,x,29,x,65,76,x,29,x,65,in.,214,lbs.,No,,,,,Fixed,Yes,15°,25°,Automatic,8,None,,Plug-in,Rear Drive,Magnetic Resistance,16,Yes,Yes,On,No,Lifetime,5,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,10,2,1,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-EFX-225-Info-sheet-web.pdf,http://files.precor.com/products/media/english/EFX_225_Manuals_121714_EN-US.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRCB8353090EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/u/b/ubk_835_3q_1_2.png,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/u/b/ubk_835_side.png,,,,,,,,,,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/u/b/ubk_835_console_on_2.png,Commercial,Bikes,Upright Bikes,,,Precor,UBK 835 P30 console,1995,"$3,999.00","$3,999.00",,,,,Looking for a low-impact cardio workout or starting a fitness program? The UBK 835 Upright Bike is an excellent choice. It is the exact same commercial bike used in fitness centers worldwide with a variety of programs features and custom-designed handlebars to make your ride more comfortable,48,x,21,x,62,48,x,21,x,62,in.,160,lbs.,,,,,,,,,,,,None,,Self-Powered,,Generator,25,Yes,Yes,,,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LED Membrane,13,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRCB8353070EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rbk_835_3q_1_2.png,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rbk_835_side.png,,,,,,,,,,http://www.precor.com/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rbk_835_console_on_2.png,Commercial,Bikes,Recumbent Bikes,,,Precor,RBK 835 P30 console,2205,"$4,299.00","$4,299.00",,,,,For a low-impact non-weight bearing cardio workout try the RBK 835 Recumbent Bike. The 835 used in fitness centers worldwide allows you to step through easily seating you in a reclining position that takes weight off sensitive areas and distributes it over the Precor designed air flex seat for a comfortable ride.,67,x,23,x,50,67,x,23,x,50,in.,210,lbs.,,,,,,,,,,,,None,,Self-Powered,,Generator,25,Yes,Yes,,,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LED Membrane,12,0,1,,http://files.precor.com/products/media/english/RBK_835_Manuals_121714_EN-US.pdf,.,,,,,,,,,,,,,,,,,,,,,,Walk-Through,Yes,The air flex seat with high-ventilation seat back features a specially designed suspension system that allows the seat back to move with you for comfort you can really feel.,11,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRE245R410EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_245.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_245_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-245.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_245_console.jpg,Light Commercial,Ellipticals,Standing Ellipticals,,,Precor,EFX 245 Moving handlebar w/ CrossRamp Energy Series 40 console,2080,"$4,399.00","$3,699.00",,,,,The EFX® 245 brings Precor technology to your fingertips and the smooth feel of a fitness center elliptical into your home. Personalize the display of the color touch console make listening to your favorite tunes easier with the on-screen music controls and console headphone jack. Let the EFX® choose a workout for you based on your goals and progress or select one of the 25 preset workouts or 16 that you create. Comprehensive heart rate monitoring and premium club-style controls for ramp angle and resistance.,76,x,29,x,65,76,x,29,x,65,in.,214,lbs.,No,,,,,Fixed,Yes,15°,25°,Automatic,8,None,,Plug-in,Rear Drive,Magnetic Resistance,16,Yes,Yes,On,No,Lifetime,5,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,24,4,3,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-EFX-245-Info-sheet-web.pdf,http://files.precor.com/products/media/english/EFX_245_Manuals_121714_EN-US.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRE423R210EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_423.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-423.jpg,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_423.png,,,,,,,,,http://cdn1.bigcommerce.com/server4200/hoa4e/products/216/images/839/EFX_423_Console__73520.1405434194.1280.1280.jpg?c=2,Light Commercial,Ellipticals,Standing Ellipticals,,,Precor,EFX 423 Fixed handlebar w/ CrossRamp Precision Series 20 console,2184,"$4,599.00","$3,799.00",,,,,Millions of exercisers love the smooth and fluid feel of Precor ellipticals. The stationary handlebars on the EFX® 423 puts the focus on the large muscles in your legs and glutes. The 423 provides a natural low-impact workout that helps you get results. With 10 preset workouts SmartRate® target heart zone monitoring and 20 levels of resistance you’ll have lots of options for personalization and tools to track your workouts.,84,x,31,x,67,84,x,31,x,67,in.,210,lbs.,No,,,,,Fixed,Yes,15°,40°,Automatic,20,None,,Plug-in,Rear Drive,Eddy Current Brake,20,Yes,Yes,On,No,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,10,2,1,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-EFX-423-Info-sheet-web.pdf,http://files.precor.com/products/media/english/EFX_423_Manuals_121714_EN-US.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRT425R211EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_425.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_425_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-trm-425.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_425_console.jpg,Light Commercial,Treadmills,Platform Treadmills,,,Precor,TRM 425 Long Handrails Precision Series 20 console,2392,"$4,799.00","$4,599.00",,,,,You don't have to choose between the convenience of a workout at home and the quality of a fitness center exercise experience. The 425 is club-quality equipment that's built to go the distance. Precor exclusive Ground Effects® Impact Control System and Integrated Footplant Technology™ cushion joints and support your stride so you run or walk safer. Lots of workout options will keep you motivated and working toward your fitness goals.,79,x,34,x,59.5,,,,,,in.,358,lbs.,,,,,,,,,,,,None,,Plug-in,,,,Yes,Yes,,,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,9,2,1,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-TRM-425-Info-sheet-web.pdf,http://files.precor.com/products/media/english/TRM_425_Manuals_121714_EN-US.pdf,22,56,in.,Standard |Maintenance-free dry silicone lubrication,,,1,Yes,No,Yes,Aluminum,DC,3 hp,No,.5 mph,12 mph,0.1,Yes,Yes,-2%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRE425R210EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_425.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_425_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-425.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-425.jpg,Light Commercial,Ellipticals,Standing Ellipticals,,,Precor,EFX 425 Moving handlebar w/ CrossRamp Precision Series 20 console,2392,"$4,999.00","$4,299.00",,,,,Precor Elliptical Crosstrainers provide smooth natural and low-impact workouts that help you get results. With 10 preset workouts SmartRate® target heart zone monitoring 20 levels of resistance and moving handlebars for a full body workout the EFX® 425 offers you lots of options for personalization and tools to track your workouts.,84,x,31,x,67,84,x,31,x,67,in.,240,lbs.,No,,,,,Fixed,Yes,15°,40°,Automatic,20,None,,Plug-in,Rear Drive,Eddy Current Brake,20,Yes,Yes,On,No,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,10,2,1,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-EFX-425-Info-sheet-web.pdf,http://files.precor.com/products/media/english/EFX_425_Manuals_121714_EN-US.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRRT445R411EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_445.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_445_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-trm-445.jpg,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/thumbnail/61x67/9df78eab33525d08d6e5fb8d27136e95/t/r/trm_445_console.png,Light Commercial,Treadmills,Platform Treadmills,,,Precor,TRM 445 Long Handrails Precision Series 40 console,2756,"$5,299.00","$5,299.00",,,,,You want the absolute best from yourself and your fitness equipment. The 445 is our top-of-the-line treadmill with a full set of features and fitness center quality construction. Precor technology helps you achieve maximum benefit from your exercise. Thoughtful design features anticipate those little things that make your workout easier and more enjoyable.,79,x,34,x,59.5,,,,,,in.,358,lbs.,,,,,,,,,,,,None,,Plug-in,,,,Yes,Yes,,,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,23,4,3,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-TRM-445-Info-sheet-web.pdf,http://files.precor.com/products/media/english/TRM_445_Manuals_121714_EN-US.pdf,22,56,in.,Standard |Maintenance-free dry silicone lubrication,,,1,Yes,No,Yes,Aluminum,DC,3 hp,No,.5 mph,12 mph,0.1,Yes,Yes,-2%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
